ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_A;percentage_in_all_A;rounded_A;frequency_B;total_B;percentage_site_B;sites_B;percentage_in_all_B;rounded_B;frequency_C;total_C;percentage_site_C;sites_C;percentage_in_all_C;rounded_C;frequency_D;total_D;percentage_site_D;sites_D;percentage_in_all_D;rounded_D;;frequency_all;total_all;percenage_site_all;sites_all;percentage_all_all;percentage_all_all_rounded
279;Cosa;Italy;Western Mediterranean;0;26.25;0;25;0;0;0;10.25;0;29;0;0;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;0;42.5;0;35;0;0
280;Cosa;Italy;Eastern Mediterranean;0;26.25;0;25;0;0;0;10.25;0;29;0;0;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;0;42.5;0;35;0;0
281;Cosa;Italy;unknown;5;26.25;19.04761905;25;0.761904762;0.8;2.25;10.25;21.95121951;29;0.756938604;0.8;0.25;4.5;5.555555556;28;0.198412698;0.2;0.25;1.5;16.66666667;22;0.757575758;0.8;;7.75;42.5;18.23529412;35;0.521008403;0.5
282;Cosa;Italy;Pontic Sea;0;26.25;0;25;0;0;0;10.25;0;29;0;0;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;0;42.5;0;35;0;0
283;Cosa;Italy;Egypt;0;26.25;0;25;0;0;0;10.25;0;29;0;0;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;0;42.5;0;35;0;0
284;Cosa;Italy;Gallia;1.75;26.25;6.666666667;25;0.266666667;0.3;0.25;10.25;2.43902439;29;0.084104289;0.1;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;2;42.5;4.705882353;35;0.134453782;0.1
285;Cosa;Italy;Adria;0;0;0;25;0;0;0;10.25;0;29;0;0;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;0;16.25;0;35;0;0
287;Monte Iato;Italy;Baetica;0;0;0;25;0;0;0;5.75;0;29;0;0;0;4.75;0;28;0;0;0;0;0;22;0;0;;0;10.5;0;35;0;0
288;Monte Iato;Italy;Tarraconensis;0;0;0;25;0;0;0;5.75;0;29;0;0;0;4.75;0;28;0;0;0;0;0;22;0;0;;0;10.5;0;35;0;0
289;Monte Iato;Italy;North Africa;0;0;0;25;0;0;1;5.75;17.39130435;29;0.59970015;0.6;1;4.75;21.05263158;28;0.751879699;0.8;0;0;0;22;0;0;;2;10.5;19.04761905;35;0.544217687;0.5
290;Monte Iato;Italy;Iberian Peninsula;0;0;0;25;0;0;1.5;5.75;26.08695652;29;0.899550225;0.9;0.5;4.75;10.52631579;28;0.37593985;0.4;0;0;0;22;0;0;;2;10.5;19.04761905;35;0.544217687;0.5
291;Monte Iato;Italy;Aegean;0;0;0;25;0;0;0.75;5.75;13.04347826;29;0.449775112;0.4;0.75;4.75;15.78947368;28;0.563909774;0.6;0;0;0;22;0;0;;1.5;10.5;14.28571429;35;0.408163265;0.4
292;Monte Iato;Italy;Western Mediterranean;0;0;0;25;0;0;0;5.75;0;29;0;0;0;4.75;0;28;0;0;0;0;0;22;0;0;;0;10.5;0;35;0;0
293;Monte Iato;Italy;Eastern Mediterranean;0;0;0;25;0;0;0;5.75;0;29;0;0;0;4.75;0;28;0;0;0;0;0;22;0;0;;0;10.5;0;35;0;0
294;Monte Iato;Italy;unknown;0;0;0;25;0;0;2.5;5.75;43.47826087;29;1.499250375;1.5;2.5;4.75;52.63157895;28;1.879699248;1.9;0;0;0;22;0;0;;5;10.5;47.61904762;35;1.360544218;1.4
295;Monte Iato;Italy;Pontic Sea;0;0;0;25;0;0;0;5.75;0;29;0;0;0;4.75;0;28;0;0;0;0;0;22;0;0;;0;10.5;0;35;0;0
296;Monte Iato;Italy;Egypt;0;0;0;25;0;0;0;5.75;0;29;0;0;0;4.75;0;28;0;0;0;0;0;22;0;0;;0;10.5;0;35;0;0
297;Monte Iato;Italy;Gallia;0;0;0;25;0;0;0;5.75;0;29;0;0;0;4.75;0;28;0;0;0;0;0;22;0;0;;0;10.5;0;35;0;0
298;Monte Iato;Italy;Adria;0;0;0;25;0;0;0;5.75;0;29;0;0;0;4.75;0;28;0;0;0;0;0;22;0;0;;0;10.5;0;35;0;0
300;Ostia;Italy;Baetica;0;4;0;25;0;0;0;154;0;29;0;0;0;1251;0;28;0;0;0;863.1;0;22;0;0;;0;2272.1;0;35;0;0
301;Ostia;Italy;Tarraconensis;0;4;0;25;0;0;0;154;0;29;0;0;0;1251;0;28;0;0;0;863.1;0;22;0;0;;0;2272.1;0;35;0;0
302;Ostia;Italy;North Africa;1;4;25;25;1;1;2.5;154;1.623376623;29;0.055978504;0.1;204;1251;16.30695444;28;0.58239123;0.6;10.5;863.1;1.216545012;22;0.055297501;0.1;;218;2272.1;9.594648123;35;0.274132804;0.3
303;Ostia;Italy;Iberian Peninsula;1.5;4;37.5;25;1.5;1.5;71.5;154;46.42857143;29;1.600985222;1.6;556.5;1251;44.48441247;28;1.588729017;1.6;391.8;863.1;45.39450817;22;2.063386735;2.1;;1021.3;2272.1;44.94960609;35;1.28427446;1.3
304;Ostia;Italy;Aegean;0.5;4;12.5;25;0.5;0.5;19;154;12.33766234;29;0.425436632;0.4;97;1251;7.753796962;28;0.27692132;0.3;113.9;863.1;13.19661685;22;0.59984622;0.6;;230.4;2272.1;10.14039875;35;0.289725679;0.3
305;Ostia;Italy;Western Mediterranean;0;4;0;25;0;0;0;154;0;29;0;0;2.5;1251;0.199840128;28;0.007137147;0;2.5;863.1;0.289653574;22;0.013166072;0;;5;2272.1;0.220060737;35;0.00628745;0
306;Ostia;Italy;Eastern Mediterranean;0;4;0;25;0;0;0;154;0;29;0;0;17;1251;1.35891287;28;0.048532602;0;9.6;863.1;1.112269725;22;0.050557715;0.1;;26.6;2272.1;1.17072312;35;0.033449232;0
307;Ostia;Italy;unknown;1;4;25;25;1;1;11.5;154;7.467532468;29;0.25750112;0.3;106;1251;8.473221423;28;0.302615051;0.3;95.3;863.1;11.04159425;22;0.501890648;0.5;;213.8;2272.1;9.409797104;35;0.268851346;0.3
308;Ostia;Italy;Pontic Sea;0;4;0;25;0;0;0;154;0;29;0;0;0;1251;0;28;0;0;0;863.1;0;22;0;0;;0;2272.1;0;35;0;0
309;Ostia;Italy;Egypt;0;4;0;25;0;0;0;154;0;29;0;0;0;1251;0;28;0;0;0;863.1;0;22;0;0;;0;2272.1;0;35;0;0
310;Ostia;Italy;Gallia;0;4;0;25;0;0;49.5;154;32.14285714;29;1.108374384;1.1;268;1251;21.42286171;28;0.765102204;0.8;239.5;863.1;27.74881242;22;1.261309655;1.3;;557;2272.1;24.51476608;35;0.700421888;0.7
311;Ostia;Italy;Adria;0;4;0;25;0;0;0;154;0;29;0;0;0;1251;0;28;0;0;0;863.1;0;22;0;0;;0;2272.1;0;35;0;0
313;Padova;Italy;Baetica;1;51.6665;1.935490114;25;0.077419605;0.1;41;98.6665;41.55412425;29;1.432900836;1.4;1;54.6665;1.82927387;28;0.06533121;0.1;0;0;0;22;0;0;;43;204.9995;20.97566092;35;0.599304598;0.6
314;Padova;Italy;Tarraconensis;0;51.6665;0;25;0;0;0;98.6665;0;29;0;0;0;54.6665;0;28;0;0;0;0;0;22;0;0;;0;204.9995;0;35;0;0
315;Padova;Italy;North Africa;0;51.6665;0;25;0;0;0;98.6665;0;29;0;0;0;54.6665;0;28;0;0;0;0;0;22;0;0;;0;204.9995;0;35;0;0
316;Padova;Italy;Iberian Peninsula;0;51.6665;0;25;0;0;0;98.6665;0;29;0;0;0;54.6665;0;28;0;0;0;0;0;22;0;0;;0;204.9995;0;35;0;0
317;Padova;Italy;Aegean;0.6666;51.6665;1.29019771;25;0.051607908;0.1;0.6666;98.6665;0.675609249;29;0.023296871;0;0.6666;54.6665;1.219393962;28;0.043549784;0;0;0;0;22;0;0;;1.9998;204.9995;0.975514574;35;0.027871845;0
318;Padova;Italy;Western Mediterranean;0;51.6665;0;25;0;0;0;98.6665;0;29;0;0;0;54.6665;0;28;0;0;0;0;0;22;0;0;;0;204.9995;0;35;0;0
319;Padova;Italy;Eastern Mediterranean;0;51.6665;0;25;0;0;0;98.6665;0;29;0;0;0;54.6665;0;28;0;0;0;0;0;22;0;0;;0;204.9995;0;35;0;0
320;Padova;Italy;unknown;1.8333;51.6665;3.548334027;25;0.141933361;0.1;0.8333;98.6665;0.844562237;29;0.029122836;0;1.3333;54.6665;2.438970851;28;0.087106102;0.1;0;0;0;22;0;0;;3.9999;204.9995;1.951175491;35;0.055747871;0.1
321;Padova;Italy;Pontic Sea;0;51.6665;0;25;0;0;0;98.6665;0;29;0;0;0;54.6665;0;28;0;0;0;0;0;22;0;0;;0;204.9995;0;35;0;0
322;Padova;Italy;Egypt;0;51.6665;0;25;0;0;0;98.6665;0;29;0;0;0;54.6665;0;28;0;0;0;0;0;22;0;0;;0;204.9995;0;35;0;0
323;Padova;Italy;Gallia;0;51.6665;0;25;0;0;0;98.6665;0;29;0;0;0;54.6665;0;28;0;0;0;0;0;22;0;0;;0;204.9995;0;35;0;0
324;Padova;Italy;Adria;48.1666;51.6665;93.22597815;25;3.729039126;3.7;56.1666;98.6665;56.92570427;29;1.96295532;2;51.6666;54.6665;94.51236132;28;3.375441476;3.4;0;0;0;22;0;0;;155.9998;204.9995;76.09764902;35;2.174218543;2.2
326;Pompeii;Italy;Baetica;0;62.1798;0;25;0;0;0;39.2798;0;29;0;0;0;36.5798;0;28;0;0;0;0;0;22;0;0;;0;138.0394;0;35;0;0
327;Pompeii;Italy;Tarraconensis;0;62.1798;0;25;0;0;0;39.2798;0;29;0;0;0;36.5798;0;28;0;0;0;0;0;22;0;0;;0;138.0394;0;35;0;0
328;Pompeii;Italy;North Africa;21.2866;62.1798;34.23394736;25;1.369357894;1.4;10.4866;39.2798;26.69718278;29;0.92059251;0.9;9.2366;36.5798;25.25054812;28;0.90180529;0.9;0;0;0;22;0;0;;41.0098;138.0394;29.70876431;35;0.848821837;0.8
329;Pompeii;Italy;Iberian Peninsula;4.5466;62.1798;7.312020946;25;0.292480838;0.3;3.2966;39.2798;8.392608924;29;0.289400308;0.3;3.2966;36.5798;9.012077704;28;0.321859918;0.3;0;0;0;22;0;0;;11.1398;138.0394;8.070014793;35;0.230571851;0.2
330;Pompeii;Italy;Aegean;0;62.1798;0;25;0;0;0;39.2798;0;29;0;0;0;36.5798;0;28;0;0;0;0;0;22;0;0;;0;138.0394;0;35;0;0
331;Pompeii;Italy;Western Mediterranean;0;62.1798;0;25;0;0;0;39.2798;0;29;0;0;0;36.5798;0;28;0;0;0;0;0;22;0;0;;0;138.0394;0;35;0;0
332;Pompeii;Italy;Eastern Mediterranean;14.7333;62.1798;23.69467255;25;0.947786902;0.9;5.7833;39.2798;14.72334381;29;0.507701511;0.5;5.1333;36.5798;14.03315491;28;0.501184104;0.5;0;0;0;22;0;0;;25.6499;138.0394;18.58157888;35;0.530902254;0.5
333;Pompeii;Italy;unknown;21.6133;62.1798;34.75935915;25;1.390374366;1.4;19.7133;39.2798;50.1868645;29;1.730581534;1.7;18.9133;36.5798;51.70421927;28;1.84657926;1.8;0;0;0;22;0;0;;60.2399;138.0394;43.63964202;35;1.246846915;1.2
334;Pompeii;Italy;Pontic Sea;0;62.1798;0;25;0;0;0;39.2798;0;29;0;0;0;36.5798;0;28;0;0;0;0;0;22;0;0;;0;138.0394;0;35;0;0
335;Pompeii;Italy;Egypt;0;62.1798;0;25;0;0;0;39.2798;0;29;0;0;0;36.5798;0;28;0;0;0;0;0;22;0;0;;0;138.0394;0;35;0;0
336;Pompeii;Italy;Gallia;0;62.1798;0;25;0;0;0;39.2798;0;29;0;0;0;36.5798;0;28;0;0;0;0;0;22;0;0;;0;138.0394;0;35;0;0
337;Pompeii;Italy;Adria;0;62.1798;0;25;0;0;0;39.2798;0;29;0;0;0;36.5798;0;28;0;0;0;0;0;22;0;0;;0;138.0394;0;35;0;0
339;Rome;Italy;Baetica;0;0;0;25;0;0;0;0;0;29;0;0;0;3043;0;28;0;0;0;626;0;22;0;0;;0;3669;0;35;0;0
340;Rome;Italy;Tarraconensis;0;0;0;25;0;0;0;0;0;29;0;0;100;3043;3.286230693;28;0.117365382;0.1;13.8;626;2.204472843;22;0.100203311;0.1;;113.8;3669;3.101662578;35;0.088618931;0.1
341;Rome;Italy;North Africa;0;0;0;25;0;0;0;0;0;29;0;0;243;3043;7.985540585;28;0.285197878;0.3;145.6;626;23.25878594;22;1.057217543;1.1;;388.6;3669;10.59144181;35;0.302612623;0.3
342;Rome;Italy;Iberian Peninsula;0;0;0;25;0;0;0;0;0;29;0;0;1115;3043;36.64147223;28;1.308624008;1.3;234.6;626;37.47603834;22;1.703456288;1.7;;1349.6;3669;36.78386481;35;1.050967566;1.1
343;Rome;Italy;Aegean;0;0;0;25;0;0;0;0;0;29;0;0;862;3043;28.32730858;28;1.011689592;1;126.6;626;20.22364217;22;0.919256462;0.9;;988.6;3669;26.94467157;35;0.769847759;0.8
344;Rome;Italy;Western Mediterranean;0;0;0;25;0;0;0;0;0;29;0;0;0;3043;0;28;0;0;0;626;0;22;0;0;;0;3669;0;35;0;0
345;Rome;Italy;Eastern Mediterranean;0;0;0;25;0;0;0;0;0;29;0;0;148;3043;4.863621426;28;0.173700765;0.2;9.8;626;1.565495208;22;0.071158873;0.1;;157.8;3669;4.300899428;35;0.122882841;0.1
346;Rome;Italy;unknown;0;0;0;25;0;0;0;0;0;29;0;0;288;3043;9.464344397;28;0.3380123;0.3;9.4;626;1.501597444;22;0.068254429;0.1;;297.4;3669;8.105750886;35;0.231592882;0.2
347;Rome;Italy;Pontic Sea;0;0;0;25;0;0;0;0;0;29;0;0;0;3043;0;28;0;0;0;626;0;22;0;0;;0;3669;0;35;0;0
348;Rome;Italy;Egypt;0;0;0;25;0;0;0;0;0;29;0;0;9;3043;0.295760762;28;0.010562884;0;1.8;626;0.287539936;22;0.013069997;0;;10.8;3669;0.294358136;35;0.008410232;0
349;Rome;Italy;Gallia;0;0;0;25;0;0;0;0;0;29;0;0;278;3043;9.135721328;28;0.326275762;0.3;84.4;626;13.48242812;22;0.612837642;0.6;;362.4;3669;9.877350777;35;0.282210022;0.3
350;Rome;Italy;Adria;0;0;0;25;0;0;0;0;0;29;0;0;0;3043;0;28;0;0;0;626;0;22;0;0;;0;3669;0;35;0;0
352;Settefinestre;Italy;Baetica;0;75.3331;0;25;0;0;0;26.3331;0;29;0;0;0;26.3331;0;28;0;0;0;145.9999;0;22;0;0;;0;273.9992;0;35;0;0
353;Settefinestre;Italy;Tarraconensis;0;75.3331;0;25;0;0;0;26.3331;0;29;0;0;0;26.3331;0;28;0;0;0;145.9999;0;22;0;0;;0;273.9992;0;35;0;0
354;Settefinestre;Italy;North Africa;2.6666;75.3331;3.539745477;25;0.141589819;0.1;2.6666;26.3331;10.12641884;29;0.349186857;0.3;2.6666;26.3331;10.12641884;28;0.361657816;0.4;4;145.9999;2.739727904;22;0.124533087;0.1;;11.9998;273.9992;4.379501838;35;0.125128624;0.1
355;Settefinestre;Italy;Iberian Peninsula;0.6666;75.3331;0.884869997;25;0.0353948;0;0.6666;26.3331;2.531414835;29;0.087290167;0.1;0.6666;26.3331;2.531414835;28;0.090407673;0.1;33.9999;145.9999;23.28761869;22;1.058528122;1.1;;35.9997;273.9992;13.138615;35;0.375389;0.4
356;Settefinestre;Italy;Aegean;1.6666;75.3331;2.212307737;25;0.088492309;0.1;0.6666;26.3331;2.531414835;29;0.087290167;0.1;0.6666;26.3331;2.531414835;28;0.090407673;0.1;2;145.9999;1.369863952;22;0.062266543;0.1;;4.9998;273.9992;1.824749853;35;0.05213571;0.1
357;Settefinestre;Italy;Western Mediterranean;0;75.3331;0;25;0;0;0;26.3331;0;29;0;0;0;26.3331;0;28;0;0;0;145.9999;0;22;0;0;;0;273.9992;0;35;0;0
358;Settefinestre;Italy;Eastern Mediterranean;0;75.3331;0;25;0;0;0;26.3331;0;29;0;0;0;26.3331;0;28;0;0;0;145.9999;0;22;0;0;;0;273.9992;0;35;0;0
359;Settefinestre;Italy;unknown;61.3333;75.3331;81.41613713;25;3.256645485;3.3;22.3333;26.3331;84.81075149;29;2.924508672;2.9;22.3333;26.3331;84.81075149;28;3.02895541;3;105;145.9999;71.91785748;22;3.268993522;3.3;;210.9999;273.9992;77.00748761;35;2.200213932;2.2
360;Settefinestre;Italy;Pontic Sea;0;75.3331;0;25;0;0;0;26.3331;0;29;0;0;0;26.3331;0;28;0;0;0;145.9999;0;22;0;0;;0;273.9992;0;35;0;0
361;Settefinestre;Italy;Egypt;0;75.3331;0;25;0;0;0;26.3331;0;29;0;0;0;26.3331;0;28;0;0;0;145.9999;0;22;0;0;;0;273.9992;0;35;0;0
362;Settefinestre;Italy;Gallia;0;75.3331;0;25;0;0;0;26.3331;0;29;0;0;0;26.3331;0;28;0;0;1;145.9999;0.684931976;22;0.031133272;0;;1;273.9992;0.364964569;35;0.010427559;0
363;Settefinestre;Italy;Adria;0;75.3331;0;25;0;0;0;26.3331;0;29;0;0;0;26.3331;0;28;0;0;0;145.9999;0;22;0;0;;0;273.9992;0;35;0;0
364;Berenike;North Africa;Italy;9;21.5;41.86046512;25;1.674418605;1.7;17;25.5;66.66666667;29;2.298850575;2.3;23;82;28.04878049;28;1.00174216;1;1;44;2.272727273;22;0.103305785;0.1;;50;173;28.9017341;35;0.825763832;0.8
365;Berenike;North Africa;Baetica;0;21.5;0;25;0;0;0;25.5;0;29;0;0;0;82;0;28;0;0;0;44;0;22;0;0;;0;173;0;35;0;0
366;Berenike;North Africa;Tarraconensis;0;21.5;0;25;0;0;0;25.5;0;29;0;0;0;82;0;28;0;0;0;44;0;22;0;0;;0;173;0;35;0;0
368;Berenike;North Africa;Iberian Peninsula;0;21.5;0;25;0;0;1;25.5;3.921568627;29;0.135226504;0.1;10;82;12.19512195;28;0.43554007;0.4;11;44;25;22;1.136363636;1.1;;22;173;12.71676301;35;0.363336086;0.4
369;Berenike;North Africa;Aegean;12;21.5;55.81395349;25;2.23255814;2.2;3;25.5;11.76470588;29;0.405679513;0.4;3;82;3.658536585;28;0.130662021;0.1;26;44;59.09090909;22;2.685950413;2.7;;44;173;25.43352601;35;0.726672172;0.7
370;Berenike;North Africa;Western Mediterranean;0.5;21.5;2.325581395;25;0.093023256;0.1;4.5;25.5;17.64705882;29;0.60851927;0.6;43;82;52.43902439;28;1.8728223;1.9;2;44;4.545454545;22;0.20661157;0.2;;50;173;28.9017341;35;0.825763832;0.8
371;Berenike;North Africa;Eastern Mediterranean;0;21.5;0;25;0;0;0;25.5;0;29;0;0;3;82;3.658536585;28;0.130662021;0.1;4;44;9.090909091;22;0.41322314;0.4;;7;173;4.046242775;35;0.115606936;0.1
372;Berenike;North Africa;unknown;0;21.5;0;25;0;0;0;25.5;0;29;0;0;0;82;0;28;0;0;0;44;0;22;0;0;;0;173;0;35;0;0
373;Berenike;North Africa;Pontic Sea;0;21.5;0;25;0;0;0;25.5;0;29;0;0;0;82;0;28;0;0;0;44;0;22;0;0;;0;173;0;35;0;0
374;Berenike;North Africa;Egypt;0;21.5;0;25;0;0;0;25.5;0;29;0;0;0;82;0;28;0;0;0;44;0;22;0;0;;0;173;0;35;0;0
375;Berenike;North Africa;Gallia;0;21.5;0;25;0;0;0;25.5;0;29;0;0;0;82;0;28;0;0;0;44;0;22;0;0;;0;173;0;35;0;0
376;Berenike;North Africa;Adria;0;21.5;0;25;0;0;0;25.5;0;29;0;0;0;82;0;28;0;0;0;44;0;22;0;0;;0;173;0;35;0;0
377;Carthage;North Africa;Italy;30704.5;40937;75.00427486;25;3.000170994;3;1037;6811;15.22537072;29;0.525012784;0.5;241.75;7325.75;3.300003413;28;0.117857265;0.1;201.25;5675;3.546255507;22;0.161193432;0.2;;32184.5;60748.75;52.97969094;35;1.513705455;1.5
378;Carthage;North Africa;Baetica;0;40937;0;25;0;0;0;6811;0;29;0;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;0;60748.75;0;35;0;0
379;Carthage;North Africa;Tarraconensis;0;40937;0;25;0;0;0;6811;0;29;0;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;0;60748.75;0;35;0;0
381;Carthage;North Africa;Iberian Peninsula;725;40937;1.771013997;25;0.07084056;0.1;225;6811;3.303479665;29;0.113913092;0.1;100;7325.75;1.365047947;28;0.048751712;0;0;5675;0;22;0;0;;1050;60748.75;1.728430626;35;0.049383732;0
382;Carthage;North Africa;Aegean;200;40937;0.488555585;25;0.019542223;0;0;6811;0;29;0;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;200;60748.75;0.329224881;35;0.009406425;0
383;Carthage;North Africa;Western Mediterranean;0;40937;0;25;0;0;0;6811;0;29;0;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;0;60748.75;0;35;0;0
384;Carthage;North Africa;Eastern Mediterranean;0;40937;0;25;0;0;0;6811;0;29;0;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;0;60748.75;0;35;0;0
385;Carthage;North Africa;unknown;8882.5;40937;21.69797494;25;0.867918997;0.9;5524;6811;81.10409631;29;2.796692976;2.8;6984;7325.75;95.33494864;28;3.404819594;3.4;5473.75;5675;96.45374449;22;4.384261113;4.4;;26864.25;60748.75;44.22189757;35;1.263482788;1.3
386;Carthage;North Africa;Pontic Sea;0;40937;0;25;0;0;0;6811;0;29;0;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;0;60748.75;0;35;0;0
387;Carthage;North Africa;Egypt;0;40937;0;25;0;0;0;6811;0;29;0;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;0;60748.75;0;35;0;0
388;Carthage;North Africa;Gallia;425;40937;1.038180619;25;0.041527225;0;25;6811;0.367053296;29;0.01265701;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;450;60748.75;0.740755983;35;0.021164457;0
389;Carthage;North Africa;Adria;0;40937;0;25;0;0;0;6811;0;29;0;0;0;7325.75;0;28;0;0;0;5675;0;22;0;0;;0;60748.75;0;35;0;0
390;Leptis Magna;North Africa;Italy;0;0;0;25;0;0;2.5;5.5;45.45454545;29;1.567398119;1.6;2.5;5.5;45.45454545;28;1.623376623;1.6;0;0;0;22;0;0;;5;11;45.45454545;35;1.298701299;1.3
391;Leptis Magna;North Africa;Baetica;0;0;0;25;0;0;0;5.5;0;29;0;0;0;5.5;0;28;0;0;0;0;0;22;0;0;;0;11;0;35;0;0
392;Leptis Magna;North Africa;Tarraconensis;0;0;0;25;0;0;0;5.5;0;29;0;0;0;5.5;0;28;0;0;0;0;0;22;0;0;;0;11;0;35;0;0
394;Leptis Magna;North Africa;Iberian Peninsula;0;0;0;25;0;0;1;5.5;18.18181818;29;0.626959248;0.6;1;5.5;18.18181818;28;0.649350649;0.6;0;0;0;22;0;0;;2;11;18.18181818;35;0.519480519;0.5
395;Leptis Magna;North Africa;Aegean;0;0;0;25;0;0;0.5;5.5;9.090909091;29;0.313479624;0.3;0.5;5.5;9.090909091;28;0.324675325;0.3;0;0;0;22;0;0;;1;11;9.090909091;35;0.25974026;0.3
396;Leptis Magna;North Africa;Western Mediterranean;0;0;0;25;0;0;0;5.5;0;29;0;0;0;5.5;0;28;0;0;0;0;0;22;0;0;;0;11;0;35;0;0
397;Leptis Magna;North Africa;Eastern Mediterranean;0;0;0;25;0;0;0.5;5.5;9.090909091;29;0.313479624;0.3;0.5;5.5;9.090909091;28;0.324675325;0.3;0;0;0;22;0;0;;1;11;9.090909091;35;0.25974026;0.3
398;Leptis Magna;North Africa;unknown;0;0;0;25;0;0;1;5.5;18.18181818;29;0.626959248;0.6;1;5.5;18.18181818;28;0.649350649;0.6;0;0;0;22;0;0;;2;11;18.18181818;35;0.519480519;0.5
399;Leptis Magna;North Africa;Pontic Sea;0;0;0;25;0;0;0;5.5;0;29;0;0;0;5.5;0;28;0;0;0;0;0;22;0;0;;0;11;0;35;0;0
400;Leptis Magna;North Africa;Egypt;0;0;0;25;0;0;0;5.5;0;29;0;0;0;5.5;0;28;0;0;0;0;0;22;0;0;;0;11;0;35;0;0
401;Leptis Magna;North Africa;Gallia;0;0;0;25;0;0;0;5.5;0;29;0;0;0;5.5;0;28;0;0;0;0;0;22;0;0;;0;11;0;35;0;0
402;Leptis Magna;North Africa;Adria;0;0;0;25;0;0;0;5.5;0;29;0;0;0;5.5;0;28;0;0;0;0;0;22;0;0;;0;11;0;35;0;0
403;Sabratha;North Africa;Italy;12.196;12.946;94.20670477;25;3.768268191;3.8;7.146;7.996;89.36968484;29;3.08171327;3.1;7.176;8.026;89.40941939;28;3.19319355;3.2;9.256;10.106;91.58915496;22;4.163143407;4.2;;35.774;39.074;91.55448636;35;2.615842467;2.6
404;Sabratha;North Africa;Baetica;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
405;Sabratha;North Africa;Tarraconensis;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
407;Sabratha;North Africa;Iberian Peninsula;0.75;12.946;5.793295226;25;0.231731809;0.2;0.85;7.996;10.63031516;29;0.366562592;0.4;0.85;8.026;10.59058061;28;0.378235022;0.4;0.85;10.106;8.410845043;22;0.382311138;0.4;;3.3;39.074;8.445513641;35;0.24130039;0.2
408;Sabratha;North Africa;Aegean;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
409;Sabratha;North Africa;Western Mediterranean;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
410;Sabratha;North Africa;Eastern Mediterranean;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
411;Sabratha;North Africa;unknown;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
412;Sabratha;North Africa;Pontic Sea;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
413;Sabratha;North Africa;Egypt;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
414;Sabratha;North Africa;Gallia;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
415;Sabratha;North Africa;Adria;0;12.946;0;25;0;0;0;7.996;0;29;0;0;0;8.026;0;28;0;0;0;10.106;0;22;0;0;;0;39.074;0;35;0;0
416;Mallorca;Iberian Peninsula;Italy;0;0;0;25;0;0;184;242;76.03305785;29;2.621829581;2.6;36;549;6.557377049;28;0.234192037;0.2;0;0;0;22;0;0;;220;791;27.81289507;35;0.794654145;0.8
417;Mallorca;Iberian Peninsula;Baetica;0;0;0;25;0;0;10;242;4.132231405;29;0.142490738;0.1;0;549;0;28;0;0;0;0;0;22;0;0;;10;791;1.264222503;35;0.036120643;0
418;Mallorca;Iberian Peninsula;Tarraconensis;0;0;0;25;0;0;48;242;19.83471074;29;0.683955543;0.7;72;549;13.1147541;28;0.468384075;0.5;0;0;0;22;0;0;;120;791;15.17067004;35;0.433447715;0.4
419;Mallorca;Iberian Peninsula;North Africa;0;0;0;25;0;0;0;242;0;29;0;0;0;549;0;28;0;0;0;0;0;22;0;0;;0;791;0;35;0;0
421;Mallorca;Iberian Peninsula;Aegean;0;0;0;25;0;0;0;242;0;29;0;0;0;549;0;28;0;0;0;0;0;22;0;0;;0;791;0;35;0;0
