ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_A;percentage_in_all_A;frequency_B;total_B;percentage_site_B;sites_B;percentage_in_all_B;frequency_C;total_C;percentage_site_C;sites_C;percentage_in_all_C;frequency_D;total_D;percentage_site_D;sites_D;percentage_in_all_D
202;Narbonne;Gallia;Eastern Mediterranean;2.5;1354.9;0.184515462;26;0.007096749;1.125;388.75;0.289389068;29;0.009978933;0.125;0.75;16.66666667;29;0.574712644;0;0;0;22;0
203;Narbonne;Gallia;unknown;105.2;1354.9;7.764410658;26;0.298631179;45;388.75;11.5755627;29;0.399157335;0;0.75;0;29;0;0;0;0;22;0
204;Narbonne;Gallia;Pontic Sea;0;1354.9;0;26;0;0;388.75;0;29;0;0;0.75;0;29;0;0;0;0;22;0
205;Narbonne;Gallia;Egypt;0;1354.9;0;26;0;0;388.75;0;29;0;0;0.75;0;29;0;0;0;0;22;0
206;Narbonne;Gallia;Gallia;0;1354.9;0;26;0;0;388.75;0;29;0;0;0.75;0;29;0;0;0;0;22;0
207;Narbonne;Gallia;Adria;0;1354.9;0;26;0;0;388.75;0;29;0;0;0.75;0;29;0;0;0;0;22;0
208;Nimes;Gallia;Italy;11;322.5;3.410852713;26;0.131186643;11;322.5;3.410852713;29;0.117615611;0;823;0;29;0;4.5;1139.25;0.394996708;22;0.017954396
209;Nimes;Gallia;Baetica;0;322.5;0;26;0;0;322.5;0;29;0;0;823;0;29;0;0;1139.25;0;22;0
210;Nimes;Gallia;Tarraconensis;0;322.5;0;26;0;0;322.5;0;29;0;0;823;0;29;0;0;1139.25;0;22;0
211;Nimes;Gallia;North Africa;0;322.5;0;26;0;0;322.5;0;29;0;0;823;0;29;0;0;1139.25;0;22;0
212;Nimes;Gallia;Iberian Peninsula;115.5;322.5;35.81395349;26;1.37745975;0;322.5;0;29;0;188.5;823;22.90400972;29;0.789793439;314;1139.25;27.56199254;22;1.252817843
213;Nimes;Gallia;Aegean;0.5;322.5;0.15503876;26;0.005963029;115.5;322.5;35.81395349;29;1.234963913;1;823;0.121506683;29;0.004189886;1;1139.25;0.087777046;22;0.003989866
214;Nimes;Gallia;Western Mediterranean;0;322.5;0;26;0;0.5;322.5;0.15503876;29;0.005346164;0;823;0;29;0;0;1139.25;0;22;0
215;Nimes;Gallia;Eastern Mediterranean;0;322.5;0;26;0;0;322.5;0;29;0;0;823;0;29;0;0;1139.25;0;22;0
216;Nimes;Gallia;unknown;63;322.5;19.53488372;26;0.751341682;63;322.5;19.53488372;29;0.67361668;76;823;9.234507898;29;0.318431307;104.75;1139.25;9.1946456;22;0.417938436
217;Nimes;Gallia;Pontic Sea;0;322.5;0;26;0;0;322.5;0;29;0;0;823;0;29;0;0;1139.25;0;22;0
218;Nimes;Gallia;Egypt;0;322.5;0;26;0;0;322.5;0;29;0;0;823;0;29;0;0;1139.25;0;22;0
219;Nimes;Gallia;Gallia;132.5;322.5;41.08527132;26;1.580202743;132.5;322.5;41.08527132;29;1.416733494;557.5;823;67.7399757;29;2.335861231;715;1139.25;62.76058811;22;2.852754005
220;Nimes;Gallia;Adria;0;322.5;0;26;0;0;322.5;0;29;0;0;823;0;29;0;0;1139.25;0;22;0
221;Toulon;Gallia;Italy;0;0;0;26;0;0;0;0;29;0;17;322;5.279503106;29;0.182051831;6;274;2.189781022;22;0.099535501
222;Toulon;Gallia;Baetica;0;0;0;26;0;0;0;0;29;0;0;322;0;29;0;0;274;0;22;0
223;Toulon;Gallia;Tarraconensis;0;0;0;26;0;0;0;0;29;0;0;322;0;29;0;0;274;0;22;0
224;Toulon;Gallia;North Africa;0;0;0;26;0;0;0;0;29;0;21;322;6.52173913;29;0.224887556;12;274;4.379562044;22;0.199071002
225;Toulon;Gallia;Iberian Peninsula;0;0;0;26;0;0;0;0;29;0;93;322;28.88198758;29;0.995930606;66.5;274;24.27007299;22;1.103185136
226;Toulon;Gallia;Aegean;0;0;0;26;0;0;0;0;29;0;0;322;0;29;0;0;274;0;22;0
227;Toulon;Gallia;Western Mediterranean;0;0;0;26;0;0;0;0;29;0;0;322;0;29;0;0;274;0;22;0
228;Toulon;Gallia;Eastern Mediterranean;0;0;0;26;0;0;0;0;29;0;11;322;3.416149068;29;0.117798244;21.5;274;7.846715328;22;0.356668879
229;Toulon;Gallia;unknown;0;0;0;26;0;0;0;0;29;0;4;322;1.242236025;29;0.042835725;11.5;274;4.197080292;22;0.190776377
230;Toulon;Gallia;Pontic Sea;0;0;0;26;0;0;0;0;29;0;0;322;0;29;0;0;274;0;22;0
231;Toulon;Gallia;Egypt;0;0;0;26;0;0;0;0;29;0;0;322;0;29;0;0;274;0;22;0
232;Toulon;Gallia;Gallia;0;0;0;26;0;0;0;0;29;0;176;322;54.65838509;29;1.8847719;156.5;274;57.11678832;22;2.596217651
233;Toulon;Gallia;Adria;0;0;0;26;0;0;0;0;29;0;0;322;0;29;0;0;274;0;22;0
234;Vienne;Gallia;Italy;165.89;291.86;56.83889536;26;2.18611136;161.5;398.95;40.48126332;29;1.395905632;0;0;0;29;0;0;0;0;22;0
235;Vienne;Gallia;Baetica;54.49;291.86;18.66991023;26;0.71807347;95.25;398.95;23.87517233;29;0.823281804;0;0;0;29;0;0;0;0;22;0
236;Vienne;Gallia;Tarraconensis;17.965;291.86;6.155348455;26;0.236744171;46.305;398.95;11.60671763;29;0.400231643;0;0;0;29;0;0;0;0;22;0
237;Vienne;Gallia;North Africa;0;291.86;0;26;0;0;398.95;0;29;0;0;0;0;29;0;0;0;0;22;0
238;Vienne;Gallia;Iberian Peninsula;0;291.86;0;26;0;0;398.95;0;29;0;0;0;0;29;0;0;0;0;22;0
239;Vienne;Gallia;Aegean;0;291.86;0;26;0;0;398.95;0;29;0;0;0;0;29;0;0;0;0;22;0
240;Vienne;Gallia;Western Mediterranean;0;291.86;0;26;0;0;398.95;0;29;0;0;0;0;29;0;0;0;0;22;0
241;Vienne;Gallia;Eastern Mediterranean;19.67;291.86;6.739532653;26;0.259212794;17.11;398.95;4.28875799;29;0.147888207;0;0;0;29;0;0;0;0;22;0
242;Vienne;Gallia;unknown;15.88;291.86;5.440964846;26;0.209267879;32.48;398.95;8.141371099;29;0.280736934;0;0;0;29;0;0;0;0;22;0
243;Vienne;Gallia;Pontic Sea;0;291.86;0;26;0;0;398.95;0;29;0;0;0;0;29;0;0;0;0;22;0
244;Vienne;Gallia;Egypt;0;291.86;0;26;0;0;398.95;0;29;0;0;0;0;29;0;0;0;0;22;0
245;Vienne;Gallia;Gallia;17.965;291.86;6.155348455;26;0.236744171;46.305;398.95;11.60671763;29;0.400231643;0;0;0;29;0;0;0;0;22;0
246;Vienne;Gallia;Adria;0;291.86;0;26;0;0;398.95;0;29;0;0;0;0;29;0;0;0;0;22;0
247;Sparta;Aegean;Italy;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
248;Sparta;Aegean;Baetica;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
249;Sparta;Aegean;Tarraconensis;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
250;Sparta;Aegean;North Africa;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
251;Sparta;Aegean;Iberian Peninsula;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
252;Sparta;Aegean;Aegean;1;1;100;26;3.846153846;4.5;5.5;81.81818182;29;2.821316614;4.5;5.5;81.81818182;29;2.821316614;2;3.5;57.14285714;22;2.597402597
253;Sparta;Aegean;Western Mediterranean;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
254;Sparta;Aegean;Eastern Mediterranean;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
255;Sparta;Aegean;unknown;0;1;0;26;0;1;5.5;18.18181818;29;0.626959248;1;5.5;18.18181818;29;0.626959248;0;3.5;0;22;0
256;Sparta;Aegean;Pontic Sea;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
257;Sparta;Aegean;Egypt;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
258;Sparta;Aegean;Gallia;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;0;3.5;0;22;0
259;Sparta;Aegean;Adria;0;1;0;26;0;0;5.5;0;29;0;0;5.5;0;29;0;1.5;3.5;42.85714286;22;1.948051948
260;Albintimilium;Italy;Italy;60;232;25.86206897;26;0.99469496;30;91;32.96703297;29;1.13679424;0;0;0;29;0;0;0;0;22;0
261;Albintimilium;Italy;Baetica;75;232;32.32758621;26;1.2433687;30;91;32.96703297;29;1.13679424;0;0;0;29;0;0;0;0;22;0
262;Albintimilium;Italy;Tarraconensis;20;232;8.620689655;26;0.331564987;6;91;6.593406593;29;0.227358848;0;0;0;29;0;0;0;0;22;0
263;Albintimilium;Italy;North Africa;0;232;0;26;0;0;91;0;29;0;0;0;0;29;0;0;0;0;22;0
264;Albintimilium;Italy;Iberian Peninsula;0;232;0;26;0;0;91;0;29;0;0;0;0;29;0;0;0;0;22;0
265;Albintimilium;Italy;Aegean;3;232;1.293103448;26;0.049734748;0;91;0;29;0;0;0;0;29;0;0;0;0;22;0
266;Albintimilium;Italy;Western Mediterranean;15;232;6.465517241;26;0.24867374;6;91;6.593406593;29;0.227358848;0;0;0;29;0;0;0;0;22;0
267;Albintimilium;Italy;Eastern Mediterranean;0;232;0;26;0;0;91;0;29;0;0;0;0;29;0;0;0;0;22;0
268;Albintimilium;Italy;unknown;12;232;5.172413793;26;0.198938992;6;91;6.593406593;29;0.227358848;0;0;0;29;0;0;0;0;22;0
269;Albintimilium;Italy;Pontic Sea;0;232;0;26;0;0;91;0;29;0;0;0;0;29;0;0;0;0;22;0
270;Albintimilium;Italy;Egypt;0;232;0;26;0;0;91;0;29;0;0;0;0;29;0;0;0;0;22;0
271;Albintimilium;Italy;Gallia;47;232;20.25862069;26;0.779177719;13;91;14.28571429;29;0.492610837;0;0;0;29;0;0;0;0;22;0
272;Albintimilium;Italy;Adria;0;232;0;26;0;0;91;0;29;0;0;0;0;29;0;0;0;0;22;0
273;Cosa;Italy;Italy;15.2;41.45;36.67068758;26;1.410411061;5;15.25;32.78688525;29;1.13058225;1.25;5.75;21.73913043;29;0.749625187;0.25;1.75;14.28571429;22;0.649350649
274;Cosa;Italy;Baetica;6;41.45;14.47527141;26;0.556741208;3.75;15.25;24.59016393;29;0.847936687;0.75;5.75;13.04347826;29;0.449775112;0.75;1.75;42.85714286;22;1.948051948
275;Cosa;Italy;Tarraconensis;1.75;41.45;4.221954162;26;0.162382852;0.25;15.25;1.639344262;29;0.056529112;0;5.75;0;29;0;0;1.75;0;22;0
276;Cosa;Italy;North Africa;3;41.45;7.237635706;26;0.278370604;2.5;15.25;16.39344262;29;0.565291125;3.5;5.75;60.86956522;29;2.098950525;0.5;1.75;28.57142857;22;1.298701299
277;Cosa;Italy;Iberian Peninsula;0;41.45;0;26;0;0;15.25;0;29;0;0;5.75;0;29;0;0;1.75;0;22;0
278;Cosa;Italy;Aegean;8.75;41.45;21.10977081;26;0.811914262;1.25;15.25;8.196721311;29;0.282645562;0;5.75;0;29;0;0;1.75;0;22;0
279;Cosa;Italy;Western Mediterranean;0;41.45;0;26;0;0;15.25;0;29;0;0;5.75;0;29;0;0;1.75;0;22;0
280;Cosa;Italy;Eastern Mediterranean;0;41.45;0;26;0;0;15.25;0;29;0;0;5.75;0;29;0;0;1.75;0;22;0
281;Cosa;Italy;unknown;5;41.45;12.06272618;26;0.463951007;2.25;15.25;14.75409836;29;0.508762012;0.25;5.75;4.347826087;29;0.149925037;0.25;1.75;14.28571429;22;0.649350649
282;Cosa;Italy;Pontic Sea;0;41.45;0;26;0;0;15.25;0;29;0;0;5.75;0;29;0;0;1.75;0;22;0
283;Cosa;Italy;Egypt;0;41.45;0;26;0;0;15.25;0;29;0;0;5.75;0;29;0;0;1.75;0;22;0
284;Cosa;Italy;Gallia;1.75;41.45;4.221954162;26;0.162382852;0.25;15.25;1.639344262;29;0.056529112;0;5.75;0;29;0;0;1.75;0;22;0
285;Cosa;Italy;Adria;0;0;0;26;0;0;15.25;0;29;0;0;5.75;0;29;0;0;1.75;0;22;0
286;Monte Iato;Italy;Italy;0;0;0;26;0;3.25;9;36.11111111;29;1.245210728;2.25;7;32.14285714;29;1.108374384;0;0;0;22;0
287;Monte Iato;Italy;Baetica;0;0;0;26;0;0;9;0;29;0;0;7;0;29;0;0;0;0;22;0
288;Monte Iato;Italy;Tarraconensis;0;0;0;26;0;0;9;0;29;0;0;7;0;29;0;0;0;0;22;0
289;Monte Iato;Italy;North Africa;0;0;0;26;0;1;9;11.11111111;29;0.383141762;1;7;14.28571429;29;0.492610837;0;0;0;22;0
290;Monte Iato;Italy;Iberian Peninsula;0;0;0;26;0;1.5;9;16.66666667;29;0.574712644;0.5;7;7.142857143;29;0.246305419;0;0;0;22;0
291;Monte Iato;Italy;Aegean;0;0;0;26;0;0.75;9;8.333333333;29;0.287356322;0.75;7;10.71428571;29;0.369458128;0;0;0;22;0
292;Monte Iato;Italy;Western Mediterranean;0;0;0;26;0;0;9;0;29;0;0;7;0;29;0;0;0;0;22;0
293;Monte Iato;Italy;Eastern Mediterranean;0;0;0;26;0;0;9;0;29;0;0;7;0;29;0;0;0;0;22;0
294;Monte Iato;Italy;unknown;0;0;0;26;0;2.5;9;27.77777778;29;0.957854406;2.5;7;35.71428571;29;1.231527094;0;0;0;22;0
295;Monte Iato;Italy;Pontic Sea;0;0;0;26;0;0;9;0;29;0;0;7;0;29;0;0;0;0;22;0
296;Monte Iato;Italy;Egypt;0;0;0;26;0;0;9;0;29;0;0;7;0;29;0;0;0;0;22;0
297;Monte Iato;Italy;Gallia;0;0;0;26;0;0;9;0;29;0;0;7;0;29;0;0;0;0;22;0
298;Monte Iato;Italy;Adria;0;0;0;26;0;0;9;0;29;0;0;7;0;29;0;0;0;0;22;0
299;Ostia;Italy;Italy;7.5;11.5;65.2173913;26;2.508361204;35.5;189.5;18.73350923;29;0.645983077;486;1737;27.97927461;29;0.964802573;288;1151.1;25.01954652;22;1.137252115
300;Ostia;Italy;Baetica;0;11.5;0;26;0;0;189.5;0;29;0;0;1737;0;29;0;0;1151.1;0;22;0
301;Ostia;Italy;Tarraconensis;0;11.5;0;26;0;0;189.5;0;29;0;0;1737;0;29;0;0;1151.1;0;22;0
302;Ostia;Italy;North Africa;1;11.5;8.695652174;26;0.334448161;2.5;189.5;1.319261214;29;0.045491766;204;1737;11.74438687;29;0.404978858;10.5;1151.1;0.912170967;22;0.041462317
