ID;Site_name;region;origin;frequency_A;total_A;percentage_in_site_A;sites_in_region_A;percentage_in_region_A;sites_A;percentage_all_A;rounded_A;frequency_B;total_B;percentage_site_B;sites_in_region_B;percentage_in_region_B;sites_B;percentage_in_all_B;rounded_B;frequency_C;total_C;percentage_site_C;sites_in_region_C;percentage_in_region_C;sites_C;percentage_all_C;rounded_C;frequency_D;total_D;percentage_site_D;sites_in_region_D;percentage_in_region_D;sites_D;percentage_all_D;rounded_D;;frequency_all;total_all;percentage_all;sites_all;percentage_all_all;percentage_all_all_rounded
213;Karanis;Egypt;unknown;1.25;3.8;32.89473684;2;16.44736842;26;1.265182186;1.3;1.75;2.35;74.46808511;2;37.23404255;33;2.25660864;2.3;3.75;4.27;87.82201405;2;43.91100703;31;2.832968195;2.8;3.25;4.1;79.26829268;1;79.26829268;24;3.302845528;3.3;;10;14.52;68.87052342;40;1.721763085;1.7
220;La Nautique;Gallia;Italy;3;35;8.571428571;2;4.285714286;26;0.32967033;0.3;0;0;0;2;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;0;0;24;0;0;;3;35;8.571428571;40;0.214285714;0.2
224;La Nautique;Gallia;unknown;26;35;74.28571429;2;37.14285714;26;2.857142857;2.9;0;0;0;2;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;0;0;24;0;0;;26;35;74.28571429;40;1.857142857;1.9
226;La Nautique;Gallia;Western Mediterranean;6;35;17.14285714;2;8.571428571;26;0.659340659;0.7;0;0;0;2;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;0;0;24;0;0;;6;35;17.14285714;40;0.428571429;0.4
231;Lyon;Gallia;Italy;0;0;0;2;0;26;0;0;4;4;100;2;50;33;3.03030303;3;0;0;0;1;0;31;0;0;0;0;0;0;0;24;0;0;;4;4;100;40;2.5;2.5
242;Narbonne;Gallia;Italy;275.8;494.4;55.78478964;2;27.89239482;26;2.145568832;2.1;18;29.5;61.01694915;2;30.50847458;33;1.848998459;1.8;1;3.5;28.57142857;1;28.57142857;31;0.921658986;0.9;0;0;0;0;0;24;0;0;;294.8;527.4;55.89685248;40;1.397421312;1.4
246;Narbonne;Gallia;unknown;122.4;494.4;24.75728155;2;12.37864078;26;0.952203137;1;10;29.5;33.89830508;2;16.94915254;33;1.027221366;1;2.5;3.5;71.42857143;1;71.42857143;31;2.304147465;2.3;0;0;0;0;0;24;0;0;;134.9;527.4;25.57830868;40;0.639457717;0.6
248;Narbonne;Gallia;Western Mediterranean;95.6;494.4;19.33656958;2;9.66828479;26;0.743714215;0.7;1.5;29.5;5.084745763;2;2.542372881;33;0.154083205;0.2;0;3.5;0;1;0;31;0;0;0;0;0;0;0;24;0;0;;97.1;527.4;18.41107319;40;0.46027683;0.5
254;Albintimilium;Italy;Gallia;0;6;0;3;0;26;0;0;39;49.5;78.78787879;7;11.25541126;33;2.387511478;2.4;76.65;96.75;79.2248062;8;9.903100775;31;2.55563891;2.6;7.65;15.25;50.16393443;5;10.03278689;24;2.090163934;2.1;;123.3;167.5;73.6119403;40;1.840298507;1.8
256;Albintimilium;Italy;North Africa;0;6;0;3;0;26;0;0;3.5;49.5;7.070707071;7;1.01010101;33;0.214263851;0.2;13.2;96.75;13.64341085;8;1.705426357;31;0.440110028;0.4;6.7;15.25;43.93442623;5;8.786885246;24;1.830601093;1.8;;23.4;167.5;13.97014925;40;0.349253731;0.3
257;Albintimilium;Italy;unknown;3;6;50;3;16.66666667;26;1.923076923;1.9;5;49.5;10.1010101;7;1.443001443;33;0.306091215;0.3;5.9;96.75;6.098191214;8;0.762273902;31;0.196715846;0.2;0.9;15.25;5.901639344;5;1.180327869;24;0.245901639;0.2;;14.8;167.5;8.835820896;40;0.220895522;0.2
263;Albintimilium;Italy;Iberian Peninsula;3;6;50;3;16.66666667;26;1.923076923;1.9;2;49.5;4.04040404;7;0.577200577;33;0.122436486;0.1;1;96.75;1.033591731;8;0.129198966;31;0.033341669;0;0;15.25;0;5;0;24;0;0;;6;167.5;3.582089552;40;0.089552239;0.1
266;Metaponto;Italy;Eastern Mediterranean;0;0;0;3;0;26;0;0;7;124;5.64516129;7;0.806451613;33;0.171065494;0.2;7;124;5.64516129;8;0.705645161;31;0.182101977;0.2;0;0;0;5;0;24;0;0;;14;248;5.64516129;40;0.141129032;0.1
267;Metaponto;Italy;North Africa;0;0;0;3;0;26;0;0;79;124;63.70967742;7;9.101382488;33;1.930596285;1.9;79;124;63.70967742;8;7.963709677;31;2.055150884;2.1;0;0;0;5;0;24;0;0;;158;248;63.70967742;40;1.592741935;1.6
269;Metaponto;Italy;Aegean;0;0;0;3;0;26;0;0;4.5;124;3.629032258;7;0.51843318;33;0.109970674;0.1;4.5;124;3.629032258;8;0.453629032;31;0.117065557;0.1;0;0;0;5;0;24;0;0;;9;248;3.629032258;40;0.090725806;0.1
270;Metaponto;Italy;Western Mediterranean;0;0;0;3;0;26;0;0;33;124;26.61290323;7;3.801843318;33;0.806451613;0.8;33;124;26.61290323;8;3.326612903;31;0.858480749;0.9;0;0;0;5;0;24;0;0;;66;248;26.61290323;40;0.665322581;0.7
279;Monte Iato;Italy;unknown;0;0;0;3;0;26;0;0;12;54.5;22.01834862;7;3.145478375;33;0.667222686;0.7;9;31.5;28.57142857;8;3.571428571;31;0.921658986;0.9;0;0;0;5;0;24;0;0;;21;86;24.41860465;40;0.610465116;0.6
281;Monte Iato;Italy;Western Mediterranean;0;0;0;3;0;26;0;0;42.5;54.5;77.98165138;7;11.14023591;33;2.363080345;2.4;22.5;31.5;71.42857143;8;8.928571429;31;2.304147465;2.3;0;0;0;5;0;24;0;0;;65;86;75.58139535;40;1.889534884;1.9
288;Morgantina;Italy;Eastern Mediterranean;18;98;18.36734694;3;6.12244898;26;0.706436421;0.7;48;92;52.17391304;7;7.453416149;33;1.581027668;1.6;0;0;0;8;0;31;0;0;0;0;0;5;0;24;0;0;;66;190;34.73684211;40;0.868421053;0.9
290;Morgantina;Italy;unknown;14;98;14.28571429;3;4.761904762;26;0.549450549;0.5;7;92;7.608695652;7;1.086956522;33;0.230566535;0.2;0;0;0;8;0;31;0;0;0;0;0;5;0;24;0;0;;21;190;11.05263158;40;0.276315789;0.3
291;Morgantina;Italy;Aegean;9;98;9.183673469;3;3.06122449;26;0.35321821;0.4;1;92;1.086956522;7;0.155279503;33;0.032938076;0;0;0;0;8;0;31;0;0;0;0;0;5;0;24;0;0;;10;190;5.263157895;40;0.131578947;0.1
292;Morgantina;Italy;Western Mediterranean;57;98;58.16326531;3;19.3877551;26;2.237048666;2.2;36;92;39.13043478;7;5.590062112;33;1.185770751;1.2;0;0;0;8;0;31;0;0;0;0;0;5;0;24;0;0;;93;190;48.94736842;40;1.223684211;1.2
298;Ostia;Italy;Gallia;0;0;0;3;0;26;0;0;0;5.5;0;7;0;33;0;0;1016.5;3122;32.55925689;8;4.069907111;31;1.050298609;1.1;119.5;747;15.99732262;5;3.199464525;24;0.666555109;0.7;;1136;3874.5;29.31991225;40;0.732997806;0.7
300;Ostia;Italy;North Africa;0;0;0;3;0;26;0;0;0;5.5;0;7;0;33;0;0;108.5;3122;3.475336323;8;0.43441704;31;0.112107623;0.1;63.5;747;8.500669344;5;1.700133869;24;0.354194556;0.4;;172;3874.5;4.439282488;40;0.110982062;0.1
302;Ostia;Italy;Aegean;0;0;0;3;0;26;0;0;0;5.5;0;7;0;33;0;0;94.5;3122;3.02690583;8;0.378363229;31;0.097642124;0.1;30.5;747;4.082998661;5;0.816599732;24;0.170124944;0.2;;125;3874.5;3.226222738;40;0.080655568;0.1
303;Ostia;Italy;Western Mediterranean;0;0;0;3;0;26;0;0;5.5;5.5;100;7;14.28571429;33;3.03030303;3;1762;3122;56.43818065;8;7.054772582;31;1.820586473;1.8;518;747;69.34404284;5;13.86880857;24;2.889335118;2.9;;2285.5;3874.5;58.98825655;40;1.474706414;1.5
309;Padova;Italy;Gallia;0;0;0;3;0;26;0;0;0.0045;2.367;0.190114068;7;0.027159153;33;0.005761032;0;2.09;4.4525;46.93992139;8;5.867490174;31;1.514191013;1.5;0;0;0;5;0;24;0;0;;2.0945;6.8195;30.71339541;40;0.767834885;0.8
314;Padova;Italy;Western Mediterranean;0;0;0;3;0;26;0;0;2.25;2.367;95.05703422;7;13.57957632;33;2.880516189;2.9;2.25;4.4525;50.5334082;8;6.316676025;31;1.630109942;1.6;0;0;0;5;0;24;0;0;;4.5;6.8195;65.98724247;40;1.649681062;1.6
320;Prima Porta;Italy;Gallia;0;0;0;3;0;26;0;0;0;0;0;7;0;33;0;0;2;2;100;8;12.5;31;3.225806452;3.2;0;1.25;0;5;0;24;0;0;;2;3.25;61.53846154;40;1.538461538;1.5
