ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_in_region_A;percentage_in_region_A;sites_A;percentage_in_all_A;frequency_B;total_B;percentage_site_B;sites_in_region_B;percentage_in_region_B;sites_B;percentage_in_all_B;frequency_C;total_C;percentage_site_C;sites_in_region_C;percentage_in_region_C;sites_C;percentage_in_all_C;frequency_D;total_D;percentage_site_D;sites_in_region_D;percentage_in_region_D;sites_D;percentage_in_all_D;
403;Sabratha;North Africa;Italy;12.196;91.0293;13.39788398;3;4.465961326;26;0.51530323;7.146;63.6626;11.22480075;4;2.806200187;29;0.387062095;7.176;46.6926;15.36860231;4;3.842150576;29;0.529951804;9.256;11.4393;80.91404194;3;26.97134731;22;3.677910997;
404;Sabratha;North Africa;Baetica;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
405;Sabratha;North Africa;Tarraconensis;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
406;Sabratha;North Africa;North Africa;78.0833;91.0293;85.77820548;3;28.59273516;26;3.299161749;55.6666;63.6626;87.44003544;4;21.86000886;29;3.015173636;38.6666;46.6926;82.81098075;4;20.70274519;29;2.855551061;1.3333;11.4393;11.65543346;3;3.885144487;22;0.52979243;
407;Sabratha;North Africa;Iberian Peninsula;0.75;91.0293;0.823910543;3;0.274636848;26;0.031688867;0.85;63.6626;1.335163817;4;0.333790954;29;0.046040132;0.85;46.6926;1.82041694;4;0.455104235;29;0.062772998;0.85;11.4393;7.430524595;3;2.476841532;22;0.337751118;
408;Sabratha;North Africa;Aegean;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
409;Sabratha;North Africa;Western Mediterranean;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
410;Sabratha;North Africa;Eastern Mediterranean;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
411;Sabratha;North Africa;unknown;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
412;Sabratha;North Africa;Pontic Sea;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
413;Sabratha;North Africa;Egypt;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
414;Sabratha;North Africa;Gallia;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
415;Sabratha;North Africa;Adria;0;91.0293;0;3;0;26;0;0;63.6626;0;4;0;29;0;0;46.6926;0;4;0;29;0;0;11.4393;0;3;0;22;0;
429;Baetulo;Tarraconensis;Italy;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
430;Baetulo;Tarraconensis;Baetica;5;50;10;1;10;26;0.384615385;5;50;10;2;5;29;0.344827586;5;50;10;2;5;29;0.344827586;0;0;0;1;0;22;0;
431;Baetulo;Tarraconensis;Tarraconensis;40.25;50;80.5;1;80.5;26;3.096153846;40.25;50;80.5;2;40.25;29;2.775862069;40.25;50;80.5;2;40.25;29;2.775862069;0;0;0;1;0;22;0;
432;Baetulo;Tarraconensis;North Africa;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
433;Baetulo;Tarraconensis;Iberian Peninsula;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
434;Baetulo;Tarraconensis;Aegean;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
435;Baetulo;Tarraconensis;Western Mediterranean;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
436;Baetulo;Tarraconensis;Eastern Mediterranean;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
437;Baetulo;Tarraconensis;unknown;2.75;50;5.5;1;5.5;26;0.211538462;2.75;50;5.5;2;2.75;29;0.189655172;2.75;50;5.5;2;2.75;29;0.189655172;0;0;0;1;0;22;0;
438;Baetulo;Tarraconensis;Pontic Sea;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
439;Baetulo;Tarraconensis;Egypt;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
440;Baetulo;Tarraconensis;Gallia;2;50;4;1;4;26;0.153846154;2;50;4;2;2;29;0.137931034;2;50;4;2;2;29;0.137931034;0;0;0;1;0;22;0;
441;Baetulo;Tarraconensis;Adria;0;50;0;1;0;26;0;0;50;0;2;0;29;0;0;50;0;2;0;29;0;0;0;0;1;0;22;0;
442;Tarraco;Tarraconensis;Italy;0;0;0;1;0;26;0;1.14;28.5;4;2;2;29;0.137931034;1.14;28.5;4;2;2;29;0.137931034;0;26;0;1;0;22;0;
443;Tarraco;Tarraconensis;Baetica;0;0;0;1;0;26;0;9.69;28.5;34;2;17;29;1.172413793;9.69;28.5;34;2;17;29;1.172413793;6.76;26;26;1;26;22;1.181818182;
444;Tarraco;Tarraconensis;Tarraconensis;0;0;0;1;0;26;0;8.835;28.5;31;2;15.5;29;1.068965517;8.835;28.5;31;2;15.5;29;1.068965517;0;26;0;1;0;22;0;
445;Tarraco;Tarraconensis;North Africa;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;2.86;26;11;1;11;22;0.5;
446;Tarraco;Tarraconensis;Iberian Peninsula;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;0;26;0;1;0;22;0;
447;Tarraco;Tarraconensis;Aegean;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;0;26;0;1;0;22;0;
448;Tarraco;Tarraconensis;Western Mediterranean;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;11.44;26;44;1;44;22;2;
449;Tarraco;Tarraconensis;Eastern Mediterranean;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;4.94;26;19;1;19;22;0.863636364;
450;Tarraco;Tarraconensis;unknown;0;0;0;1;0;26;0;8.835;28.5;31;2;15.5;29;1.068965517;8.835;28.5;31;2;15.5;29;1.068965517;0;26;0;1;0;22;0;
451;Tarraco;Tarraconensis;Pontic Sea;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;0;26;0;1;0;22;0;
452;Tarraco;Tarraconensis;Egypt;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;0;26;0;1;0;22;0;
453;Tarraco;Tarraconensis;Gallia;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;0;26;0;1;0;22;0;
454;Tarraco;Tarraconensis;Adria;0;0;0;1;0;26;0;0;28.5;0;2;0;29;0;0;28.5;0;2;0;29;0;0;26;0;1;0;22;0;
